 CERN Personnel
 Category       Division        Flag        Age        Service        Children        Grade        Step        Nation        HrPerWeek        Cost
 419 10 15 52 17 2 7 9 4 40 7656 
 560 11 12 40 16 2 6 12 7 40 6564 
 405 7 15 42 16 1 5 12 7 44 7039 
 566 2 14 44 15 2 6 11 4 20 4002 
 424 5 15 43 17 1 6 13 7 40 6978 
 341 7 13 45 16 0 7 5 7 40 6137 
 403 10 13 39 16 2 6 13 7 40 6655 
 341 10 15 49 16 1 9 6 10 40 9409 
 317 4 15 43 16 1 7 5 10 40 6960 
 405 10 13 60 22 0 7 9 3 40 6542 
 204 5 15 52 16 2 10 13 10 40 12477 
 402 10 13 39 17 2 6 12 7 40 6564 
 304 7 15 50 16 1 9 9 7 40 9868 
 470 4 13 62 17 0 4 15 7 40 5570 
 418 10 15 57 16 1 7 9 7 40 7405 
 308 7 15 47 15 3 8 9 2 40 9039 
 409 10 13 54 17 1 7 6 7 40 6489 
 438 10 13 42 17 2 7 5 10 40 6639 
 468 4 15 44 17 2 5 9 7 40 6468 
 362 9 15 43 17 1 7 5 7 40 6960 
 200 7 15 42 16 3 12 1 8 40 13408 
 304 9 15 41 16 0 7 5 7 40 6709 
 361 7 15 44 16 2 8 9 2 40 8788 
 497 11 9 56 17 0 5 12 7 40 5410 
 303 4 15 39 16 2 7 6 7 40 7322 
 343 4 15 56 16 2 8 4 3 40 8132 
 543 9 14 41 16 2 7 2 8 36 6312 
 304 10 13 50 16 2 8 6 10 40 7716 
 304 10 13 51 16 0 6 13 3 40 6153 
 302 11 15 45 16 0 8 3 2 40 7498 
 300 10 15 40 16 2 7 6 8 40 7322 
 204 9 15 44 16 2 12 1 5 40 13157 
 341 7 13 42 16 2 8 4 3 40 7477 
 202 11 13 45 16 3 11 4 7 40 11769 
 543 11 10 45 16 0 7 4 8 40 6237 
 530 6 8 60 16 0 7 7 3 40 6111 
 443 7 13 41 16 1 6 13 7 40 6404 
 304 10 15 46 16 3 8 9 8 40 9039 
 204 7 15 40 15 2 10 5 8 40 11008 
 543 7 14 48 16 3 7 12 8 40 8240 
 543 7 14 45 16 2 7 9 3 20 4318 
 211 10 15 44 16 2 11 5 10 40 12783 
 200 7 13 43 16 1 10 5 3 40 9845 
 304 10 15 45 16 2 9 1 11 40 8894 
 304 9 15 45 16 0 7 6 1 40 6820 
 530 8 8 48 16 0 7 7 7 40 6111 
 497 11 13 46 17 2 5 13 7 40 6222 
 341 10 13 40 16 2 7 5 7 40 6639 
 201 7 15 53 16 2 10 13 4 40 12477 
 304 2 15 43 16 2 8 7 14 40 8526 
 462 9 15 38 17 1 6 13 7 40 6978 
 362 11 15 49 17 1 7 10 7 40 7516 
 304 9 15 41 16 2 8 9 7 40 8788 
 204 7 13 42 16 2 11 0 3 40 10741 
 300 10 13 50 16 1 8 6 7 40 7465 
 216 2 10 43 16 0 11 5 8 40 11786 
 211 7 15 56 16 1 13 4 3 40 15428 
 214 2 15 41 16 2 11 0 8 40 11716 
 541 11 15 46 16 2 7 2 13 40 6907 
 214 2 15 41 15 2 11 4 7 40 12570 
 400 4 13 56 17 0 6 5 7 40 5430 
 400 5 13 55 17 2 5 9 7 40 5896 
 438 4 13 48 17 1 5 9 7 40 5645 
 216 2 13 42 16 2 11 1 7 40 10934 
 543 5 12 48 16 1 7 5 3 40 6388 
 211 4 11 44 15 0 11 4 12 40 11577 
 468 4 13 50 17 0 5 10 7 40 5475 
 415 13 15 38 17 0 5 13 7 40 6293 
 415 13 15 38 17 1 5 13 7 40 6544 
 415 13 13 40 17 2 5 13 7 40 6222 
 304 5 15 49 16 0 9 7 8 40 9311 
 424 9 15 39 16 2 6 13 7 40 7229 
 415 13 13 38 17 3 5 13 3 40 6473 
 415 13 15 37 17 3 6 12 7 40 7388 
 303 10 15 49 16 2 7 11 7 40 7878 
 361 10 15 44 16 1 7 9 7 40 7405 
 304 9 15 39 16 2 8 7 7 40 8526 
 405 10 15 44 16 2 6 13 7 44 7855 
 304 9 13 41 16 2 9 0 7 40 8032 
 304 10 15 43 16 2 8 5 11 40 8263 
 315 13 15 38 17 2 7 5 7 40 7211 
 415 13 15 37 17 0 5 13 7 40 6293 
 415 13 13 42 17 1 5 13 7 40 5971 
 415 13 31 43 17 0 5 13 7 40 6293 
 304 9 15 45 16 1 7 11 7 40 7627 
 560 8 15 45 16 1 6 6 7 40 6344 
 103 12 15 43 15 1 13 1 8 40 14520 
 500 5 15 48 15 2 11 6 1 40 12997 
 211 9 15 49 16 1 11 8 8 40 13173 
 211 4 15 45 16 2 11 4 3 40 12570 
 424 2 13 38 17 2 5 9 7 40 5896 
 419 10 15 45 16 0 6 13 7 40 6727 
 343 10 15 41 16 3 6 13 7 40 7480 
 542 11 14 56 16 0 6 13 7 40 6727 
 302 10 15 42 16 2 8 4 7 40 8132 
 300 11 13 38 16 2 7 7 7 40 6841 
 427 7 13 49 17 1 4 9 10 40 5346 
 463 11 13 42 17 2 4 10 7 40 5676 
 415 13 13 38 17 1 5 13 7 40 5971 
 200 11 15 46 16 3 11 7 8 40 13461 
 304 10 15 43 16 1 8 3 7 40 7749 
 417 10 13 42 16 1 6 13 7 40 6404 
 561 6 12 56 16 0 3 15 7 40 5155 
 361 10 13 39 16 2 7 6 7 40 6740 
 102 5 7 46 1 1 12 1 10 40 12906 
 207 7 15 42 16 2 10 1 7 40 10273 
 365 2 13 38 16 2 7 3 7 40 6436 
 500 8 15 47 16 3 11 3 8 40 12607 
 202 10 15 43 16 3 11 3 8 40 12607 
 301 7 13 39 15 1 7 4 7 40 6286 
 211 10 15 44 15 4 11 0 7 40 12218 
 103 12 15 60 19 1 14 7 10 40 18602 
 530 5 8 45 16 0 7 4 8 20 3019 
 211 4 15 44 15 4 11 1 11 40 12431 
 303 10 15 39 16 1 6 13 7 40 6978 
 419 10 13 48 16 0 6 13 7 40 6153 
 214 2 15 40 15 2 10 5 8 40 11008 
 208 10 15 43 16 2 10 4 12 40 10824 
 497 11 13 46 16 1 4 15 7 40 5821 
 304 10 15 48 16 3 9 4 7 40 9605 
 361 10 13 39 16 3 6 9 7 40 6544 
 536 8 8 36 16 0 6 8 7 20 2845 
 102 5 7 46 0 1 11 4 4 40 12319 
 304 2 15 39 16 2 8 4 8 40 8132 
 565 2 14 44 16 1 5 13 3 40 6544 
 211 5 15 45 14 2 11 8 15 40 13424 
 543 5 10 41 16 0 7 3 7 40 6135 
 417 10 15 48 16 0 6 11 7 40 6544 
 318 7 15 52 16 2 8 1 7 40 7738 
 560 1 8 40 16 0 6 7 7 40 5383 
 317 2 13 38 16 2 7 3 7 40 6436 
 447 11 15 45 16 2 7 13 7 40 8101 
 300 10 15 40 16 1 7 9 2 40 7405 
 204 4 15 47 14 2 11 9 4 40 13637 
 424 10 13 55 16 0 6 11 6 40 5972 
 204 10 15 42 16 2 10 4 14 40 10824 
 500 8 15 45 8 2 9 11 8 40 10425 
 417 4 13 49 16 2 6 11 7 40 6474 
 467 4 13 53 16 1 6 13 7 40 6404 
 543 10 14 44 14 1 6 10 7 40 6705 
 300 10 12 41 16 1 6 10 7 40 6133 
 204 10 15 46 15 2 10 6 8 40 11191 
 535 12 14 40 15 1 7 9 7 40 7405 
 543 7 12 36 16 1 7 4 7 40 6286 
 211 4 15 42 15 2 11 2 1 40 12143 
 560 8 15 41 16 1 6 9 8 40 6615 
 304 7 15 38 15 2 7 11 7 40 7878 
 304 7 15 42 15 0 8 5 8 40 7761 
 419 7 13 46 16 2 6 13 7 40 6655 
 361 9 13 47 16 2 8 8 7 40 7955 
 316 7 15 44 15 2 8 5 7 40 8263 
 497 11 13 37 15 1 5 12 7 40 5889 
 211 4 15 42 15 2 11 2 3 40 12143 
 211 7 15 42 15 0 10 4 11 40 10322 
 300 7 15 44 16 3 9 1 2 40 9145 
 204 10 15 40 15 2 10 5 8 40 11008 
 565 2 8 45 16 0 7 7 3 40 6111 
 415 13 13 38 16 2 5 13 7 40 6222 
 443 2 13 39 16 1 6 10 7 40 6133 
 304 9 15 41 15 1 8 4 8 40 7881 
 405 10 13 38 16 2 5 12 7 40 6140 
 361 10 15 39 15 3 7 6 8 40 7573 
 361 10 11 41 15 0 8 1 7 40 6853 
 340 7 13 38 15 2 8 2 7 40 7238 
 102 5 15 56 15 4 13 10 15 40 17999 
 530 5 14 42 15 1 7 3 7 40 6758 
 208 10 15 41 15 2 9 5 2 40 9507 
 102 5 15 46 3 2 11 7 7 40 13210 
 564 11 9 38 16 0 4 11 7 40 5025 
 202 10 15 48 15 2 11 3 4 40 12356 
 531 6 12 46 15 1 7 6 3 40 6489 
 211 4 15 50 24 2 12 8 8 40 14860 
 304 2 15 44 15 2 9 5 14 40 9507 
 403 9 13 42 15 1 6 11 7 40 6223 
 202 10 15 48 15 2 11 2 4 40 12143 
 400 11 15 44 16 1 6 11 7 40 6795 
 542 11 13 38 15 2 7 4 7 40 6537 
 365 2 15 37 16 0 6 11 8 40 6544 
 365 2 15 38 16 1 6 12 1 40 6886 
 307 7 15 40 15 2 7 8 7 40 7545 
 341 10 15 44 15 2 6 13 7 40 7229 
 211 9 15 45 15 3 10 5 11 40 11259 
 307 7 13 39 15 2 7 6 7 40 6740 
 304 13 15 45 15 3 7 9 7 40 7907 
 307 7 15 38 15 2 7 6 7 40 7322 
 304 2 15 44 15 2 8 7 8 40 8526 
 308 5 15 45 15 3 7 3 3 40 7260 
 499 4 14 43 15 1 5 11 7 40 6380 
 300 7 13 39 15 3 7 3 7 40 6687 
 560 10 8 50 15 0 4 13 7 40 5184 
 211 5 7 43 3 4 11 2 4 40 12645 
 300 5 15 41 15 0 8 0 7 40 7105 
 308 9 9 40 15 0 8 5 10 40 6866 
 400 1 13 41 16 3 3 15 10 40 5908 
 432 11 15 38 16 3 5 8 7 40 6637 
 214 2 15 44 10 0 10 6 5 40 10689 
 340 7 15 40 15 2 7 8 7 40 7545 
 417 11 13 47 16 2 6 9 7 40 6293 
 439 11 13 44 16 1 3 13 7 40 5269 
 304 9 13 38 15 2 8 2 7 40 7238 
 443 10 15 41 15 1 6 13 7 40 6978 
 560 12 15 36 15 1 6 8 7 40 6524 
 361 10 15 41 15 2 8 3 8 40 8000 
 443 7 15 43 15 1 7 6 7 36 6436 
 419 7 11 42 15 0 6 11 7 40 6173 
 216 2 15 40 15 3 10 6 8 40 11442 
 530 8 8 46 15 0 6 11 7 24 3537 
 400 7 15 43 15 2 6 11 7 40 7046 
 304 9 15 41 16 1 8 5 2 40 8012 
 204 2 15 39 15 2 9 3 8 40 9201 
 301 4 15 51 16 0 7 8 7 40 7043 
 214 10 15 46 15 1 11 1 10 40 11678 
 308 10 15 42 15 3 8 4 11 40 8383 
 304 2 15 42 15 2 8 5 10 40 8263 
 214 2 15 46 16 2 10 7 4 40 11375 
 543 5 8 46 15 0 7 4 8 20 3019 
 102 3 7 60 2 0 13 10 8 40 16995 
 216 7 15 42 15 3 9 10 7 40 10523 
 211 4 15 41 15 4 11 1 4 40 12431 
 560 6 12 34 14 2 5 11 7 40 6059 
 304 10 15 46 15 1 9 4 4 40 9103 
 207 7 15 40 15 2 10 1 7 40 10273 
 560 8 8 36 14 0 6 8 7 40 5473 
 419 11 13 41 15 2 7 6 7 40 6740 
 403 9 15 40 15 3 6 11 7 40 7297 
 417 4 15 41 15 2 6 13 7 40 7229 
 214 2 15 40 15 2 11 2 12 40 12143 
 402 10 13 55 15 0 7 10 3 40 6643 
 309 13 14 39 15 2 7 3 7 40 7009 
 419 11 15 46 15 2 6 13 7 40 7229 
 309 13 14 40 15 1 7 5 7 40 6960 
 564 11 13 35 16 1 4 11 7 40 5504 
 361 7 15 46 15 1 7 11 7 40 7627 
 417 10 13 42 15 1 6 10 7 40 6133 
 304 7 13 43 15 2 9 1 7 40 8171 
 214 2 15 43 15 2 12 0 8 40 12914 
 302 7 11 41 15 0 8 3 7 40 7110 
 304 10 15 44 15 4 7 10 12 40 8269 
 543 7 14 40 15 0 8 2 8 40 7367 
 300 13 15 56 16 0 7 6 10 40 6820 
 417 10 15 40 15 2 6 9 7 40 6866 
 201 10 15 47 17 3 10 6 14 40 11442 
 402 10 15 41 15 2 7 7 3 40 7433 
 361 10 15 38 15 2 6 13 7 40 7229 
 402 10 15 48 15 1 6 13 7 40 6978 
 502 6 15 47 15 1 10 0 5 40 9838 
 542 11 15 42 15 2 8 2 7 40 7869 
 214 2 15 43 15 2 11 4 8 40 12570 
 304 4 15 41 15 3 8 2 3 40 8120 
 560 6 14 45 15 2 5 12 10 40 6713 
 532 6 15 38 15 2 8 2 10 40 7869 
 424 10 15 50 15 1 6 13 7 40 6978 
 304 2 15 40 15 3 9 1 7 40 9145 
 211 13 15 46 15 4 10 8 10 40 12060 
 304 13 15 38 15 2 7 6 7 40 7322 
 211 10 15 42 2 1 10 4 14 40 10573 
 530 1 14 41 15 1 7 8 7 40 7294 
 400 10 15 44 15 1 7 5 10 40 6960 
 500 8 15 45 15 3 11 1 11 40 12180 
 341 7 15 39 15 1 7 4 7 40 6859 
 211 7 15 45 15 2 11 0 1 40 11716 
 400 7 15 39 15 2 6 12 7 40 7137 
 302 7 15 43 15 1 8 1 14 40 7487 
 204 5 15 44 15 2 10 5 14 40 11008 
 304 10 15 39 15 1 8 3 10 40 7749 
 307 7 15 40 15 2 8 0 7 40 7607 
 462 11 9 47 15 0 6 13 7 40 5925 
 211 7 13 41 15 2 10 6 7 40 10263 
 530 6 13 37 15 3 7 3 7 40 6687 
 304 7 15 43 15 2 8 5 7 40 8263 
 308 13 15 38 15 2 8 4 2 40 8132 
 211 7 15 46 15 1 11 1 7 40 11678 
 201 7 15 41 15 3 10 6 7 40 11442 
 500 8 15 42 5 1 10 1 11 40 10022 
 530 5 10 45 15 0 7 3 4 40 6135 
 543 7 12 37 15 2 6 8 7 32 5151 
 315 13 14 39 15 2 8 5 4 20 4633 
 304 2 15 41 15 2 9 3 8 40 9201 
 402 10 13 57 15 0 6 13 7 40 6153 
 341 10 15 40 15 1 7 5 7 40 6960 
 565 2 14 37 15 1 5 11 3 40 6380 
 565 2 10 57 15 0 5 13 7 40 5922 
 312 1 13 41 15 2 7 8 7 40 6942 
 304 7 15 45 15 1 8 5 7 40 8012 
 543 5 10 40 15 0 7 5 8 40 6338 
 300 7 15 46 15 3 9 1 7 40 9145 
 560 9 8 43 14 0 6 8 7 40 5473 
 402 7 13 37 15 2 6 8 7 40 6203 
 417 11 13 55 15 0 6 8 3 40 5701 
 204 11 15 47 15 0 10 1 2 40 9771 
 304 10 13 39 15 1 7 5 7 40 6388 
 204 7 15 44 15 3 10 6 7 40 11442 
 207 7 15 44 15 2 11 3 7 40 12356 
 304 10 15 43 15 2 9 2 7 40 9047 
 462 10 15 41 15 1 7 6 7 40 7071 
 341 4 13 45 15 2 8 10 7 40 8194 
 102 5 7 39 5 2 11 0 9 40 11716 
 438 5 15 39 15 2 7 8 7 40 7545 
 204 9 11 50 15 0 11 5 8 40 11786 
 304 2 31 39 9 2 7 6 7 40 7322 
 204 7 15 40 14 3 11 0 8 40 11967 
 315 13 13 48 15 2 8 7 7 40 7836 
 542 11 15 53 15 0 7 9 7 40 7154 
 214 10 15 49 15 2 11 1 8 40 11929 
 543 10 14 38 15 2 7 2 14 35 6163 
 304 5 15 48 15 1 9 4 11 40 9103 
 300 7 15 50 15 2 8 13 7 40 9315 
 211 7 15 43 15 3 10 6 7 40 11442 
 308 7 11 46 15 0 8 0 7 40 6725 
 462 11 13 42 15 3 6 12 7 40 6815 
 361 10 15 38 15 1 6 12 7 40 6886 
 300 10 15 41 15 2 7 7 7 40 7433 
 300 7 15 40 15 2 7 3 7 40 7009 
 211 7 15 51 15 1 11 9 10 40 13386 
 203 9 13 41 15 2 11 0 7 40 10741 
 341 4 15 42 15 3 8 6 7 40 8645 
 302 7 15 46 14 2 9 1 7 40 8894 
 200 2 11 53 14 0 9 13 8 40 9778 
 304 7 15 47 14 1 8 8 7 40 8406 
 565 2 14 41 15 2 5 13 3 20 3871 
 202 10 11 41 14 0 9 10 4 40 9330 
 566 7 13 37 14 1 6 3 3 40 5501 
 211 9 15 42 15 2 11 2 7 40 12143 
 214 5 15 42 14 3 10 5 7 40 11259 
 203 4 31 42 14 2 10 3 5 40 10641 
 302 7 15 45 15 2 9 5 7 40 9507 
 362 10 15 46 15 1 8 10 4 40 8669 
 317 7 15 43 14 2 8 0 7 40 7607 
 317 7 15 52 14 1 7 11 7 40 7627 
 560 11 8 44 15 0 5 13 7 40 5492 
 402 7 13 37 15 2 5 12 7 40 6140 
 214 2 13 42 14 0 11 1 7 40 10432 
 300 5 15 46 14 1 9 1 14 40 8643 
 530 8 12 41 14 3 8 1 4 40 7369 
 362 10 13 49 15 2 7 8 3 40 6942 
 208 2 15 42 14 1 11 0 2 40 11465 
 211 7 15 40 14 4 10 4 2 40 11326 
 343 7 15 40 15 2 8 0 7 40 7607 
 418 9 15 47 14 1 6 13 7 40 6978 
 432 10 8 59 15 0 4 15 7 40 5342 
 497 11 13 41 14 2 5 11 7 40 6059 
 497 11 13 38 14 2 5 11 7 40 6059 
 400 11 15 44 15 2 6 10 7 40 6956 
 204 9 15 45 14 2 11 1 7 40 11929 
 200 4 15 43 14 1 10 6 1 40 10940 
 530 2 14 37 14 2 6 6 14 20 3767 
 362 9 15 44 15 2 7 6 7 40 7322 
 307 7 15 37 14 2 6 10 7 40 6956 
 204 10 13 46 14 3 11 1 7 40 11185 
 402 10 15 36 14 2 7 5 7 40 7211 
 447 5 8 42 14 0 5 10 9 40 5247 
 341 4 13 36 14 2 7 4 7 40 6537 
 211 5 15 49 14 3 12 5 4 40 14380 
 318 11 15 48 15 2 8 4 7 40 8132 
 419 11 11 42 15 0 6 11 7 40 6173 
 204 9 15 42 14 2 10 4 7 40 10824 
 405 11 13 46 15 2 7 5 7 40 6639 
 565 2 14 42 14 2 5 12 3 20 3828 
 403 10 15 39 14 1 6 13 7 40 6978 
 304 10 13 37 14 3 8 3 7 40 7608 
 304 7 13 38 14 2 8 4 3 40 7477 
 438 10 13 42 14 2 7 5 3 40 6639 
 565 2 10 54 14 0 5 13 7 40 5922 
 564 11 11 37 15 0 4 10 10 40 5375 
 362 9 15 40 15 0 6 13 7 40 6727 
 405 7 15 50 15 1 7 5 7 40 6960 
 402 7 13 41 14 1 6 10 7 40 6133 
 303 11 13 51 15 2 8 3 7 40 7357 
 400 4 13 36 14 1 5 10 7 40 5726 
 361 10 31 39 14 3 8 1 2 40 7989 
 211 4 15 43 14 1 11 0 7 40 11465 
 462 11 13 48 14 0 6 13 7 40 6153 
 308 9 15 42 14 2 8 3 7 40 8000 
 211 4 15 39 14 2 11 0 7 40 11716 
 102 5 15 38 1 1 10 5 4 40 10757 
 417 7 15 41 15 2 6 5 7 40 6505 
 443 2 15 37 15 2 7 2 7 40 6907 
 304 10 15 42 14 2 7 9 7 40 7656 
 367 4 15 50 14 1 7 8 7 40 7294 
 304 10 15 40 14 2 7 6 7 40 7322 
 315 13 15 44 14 2 8 6 11 40 8394 
 304 9 15 47 14 2 9 8 4 40 9966 
 417 7 15 44 15 1 7 3 7 40 6758 
 304 4 13 41 14 3 7 10 7 40 7396 
 302 11 13 47 14 0 8 4 7 40 6975 
 308 2 11 37 14 0 9 0 8 40 7834 
 400 7 15 43 14 1 6 12 7 40 6886 
 304 7 13 41 14 2 9 0 7 40 8032 
 200 7 15 37 14 2 11 0 7 40 11716 
 400 5 13 41 14 1 6 13 7 40 6404 
 204 4 13 39 14 2 9 0 7 40 8032 
 361 10 9 35 14 0 7 7 3 40 6111 
 341 7 15 40 14 2 8 4 7 40 8132 
 424 4 15 39 14 2 6 10 7 40 6956 
 304 7 11 38 14 0 8 4 8 40 7238 
 304 5 15 52 14 2 7 13 7 40 8101 
 443 7 15 43 14 2 6 10 7 40 6956 
 560 4 8 47 14 0 6 8 3 40 5473 
 201 9 15 43 14 3 11 1 7 40 12180 
 543 7 12 36 14 2 6 9 7 35 5625 
 462 10 15 39 14 2 6 10 7 40 6956 
 402 10 9 44 14 0 6 13 7 40 5925 
 216 2 15 38 14 1 10 5 10 40 10757 
 200 7 13 41 14 2 10 7 7 40 10430 
 208 9 15 40 13 2 10 4 14 40 10824 
 211 7 15 42 14 0 10 4 7 40 10322 
 419 11 15 46 14 2 6 13 2 40 7229 
 319 11 15 40 14 2 6 13 7 40 7229 
 402 10 13 46 14 1 6 13 3 40 6404 
 304 10 15 40 14 2 8 2 11 40 7869 
 543 8 12 48 14 0 7 8 8 40 6440 
 304 4 15 38 14 3 8 5 2 40 8514 
 441 10 15 48 14 1 5 9 7 40 6217 
 400 7 15 35 14 1 6 9 7 40 6615 
 341 7 11 41 14 0 7 10 8 40 6882 
 434 7 15 40 13 2 4 9 7 40 6169 
 211 4 15 40 11 1 11 2 4 40 11892 
 341 9 15 41 14 0 8 4 3 40 7630 
 315 13 15 37 14 2 8 0 7 40 7607 
 419 7 15 36 14 2 6 10 7 40 6956 
 300 10 13 35 14 2 7 5 7 40 6639 
 543 5 14 46 14 1 6 13 8 40 6978 
 304 7 13 40 14 2 8 4 7 40 7477 
 565 2 8 47 14 0 6 9 3 40 5563 
 440 11 15 37 14 1 7 3 7 40 6758 
 535 12 10 34 14 0 6 6 1 40 5722 
 304 10 15 41 13 2 8 2 1 40 7869 
 400 10 13 49 14 2 7 6 10 40 6740 
 419 10 13 41 14 1 6 12 7 40 6313 
 419 10 15 41 14 2 6 12 7 40 7137 
 304 10 9 44 14 0 8 5 7 40 6866 
 410 7 15 46 14 0 6 10 7 40 6454 
 417 7 13 46 14 0 7 3 7 40 5934 
 341 7 13 38 14 2 7 3 7 40 6436 
 304 7 13 41 13 2 8 5 3 40 7596 
 405 10 15 45 14 2 6 13 7 40 7229 
 560 5 10 45 14 0 6 10 7 40 6083 
 424 10 13 42 14 1 6 12 7 40 6313 
 361 10 13 40 13 2 8 5 10 40 7596 
 560 12 14 38 14 2 6 8 7 40 6775 
 102 5 7 42 5 2 10 7 10 40 11375 
 507 8 4 45 2 1 8 13 7 3 1353 
 300 7 11 40 14 0 7 6 8 40 6447 
 340 7 15 53 14 1 9 5 3 40 9256 
 214 2 15 45 13 2 11 0 8 40 11716 
 204 9 15 48 13 0 11 2 4 40 11641 
 507 8 3 47 2 0 8 13 4 3 917 
 400 4 15 45 13 2 7 5 7 40 7211 
 417 10 15 38 13 1 6 10 7 40 6705 
 303 9 13 42 13 1 7 6 3 40 6489 
 304 9 15 44 13 1 8 7 3 40 8275 
 102 5 15 37 4 3 10 4 7 40 11075 
 303 5 13 44 13 1 8 0 7 40 6748 
 341 5 15 36 13 1 7 4 7 40 6859 
 304 5 13 41 13 2 8 1 7 40 7118 
 402 5 15 39 13 1 6 13 7 40 6978 
 402 10 15 45 13 1 6 10 7 40 6705 
 400 5 13 39 13 1 6 11 7 40 6223 
 497 5 13 45 13 3 5 10 7 40 6228 
 403 11 15 45 14 2 6 9 7 40 6866 
 419 11 9 45 14 0 6 10 7 40 5654 
 497 11 13 40 13 2 4 13 7 40 5914 
 400 11 13 43 14 2 5 13 7 40 6222 
 419 11 9 45 14 0 6 10 10 40 5654 
 560 9 14 41 13 3 6 8 7 32 5860 
 402 5 29 56 14 0 7 5 10 40 6137 
 440 10 15 43 13 2 5 10 7 40 6550 
 367 4 15 42 13 2 7 7 7 40 7433 
 418 4 13 48 13 1 6 13 7 40 6404 
 300 5 13 40 13 2 7 5 7 40 6639 
 497 9 15 53 13 0 5 13 7 40 6293 
 304 9 13 37 13 1 9 0 7 40 7781 
 560 1 10 46 13 0 5 13 3 40 5922 
 361 9 15 42 14 2 7 13 7 40 8101 
 102 5 7 35 1 2 9 4 7 40 9354 
 102 5 7 38 4 1 10 2 7 40 10206 
 214 2 15 40 8 1 10 3 8 40 10390 
 103 12 15 46 11 2 13 3 10 40 15376 
 211 5 11 39 9 0 11 0 4 40 10742 
 211 9 15 39 10 1 10 3 7 40 10390 
 211 5 7 44 1 3 10 8 4 40 11809 
 214 7 11 38 13 0 10 3 10 40 9691 
 216 2 11 43 13 0 11 3 8 40 11368 
 507 8 2 36 2 0 8 9 15 3 861 
 507 8 0 49 2 0 8 13 2 2 686 
 361 9 15 44 12 2 8 0 7 40 7607 
 304 10 15 35 8 2 6 8 7 40 6775 
 365 2 11 36 13 0 7 4 8 40 6237 
 102 5 23 51 2 2 11 10 4 40 13851 
 103 12 11 45 11 0 12 6 6 40 13339 
 211 5 15 46 10 1 11 3 4 40 12105 
 214 2 9 37 8 0 10 0 10 40 8529 
 208 2 15 38 12 1 10 3 3 40 10390 
 504 1 15 46 12 2 10 3 8 40 10641 
 501 6 15 48 18 0 12 12 8 40 15336 
 536 8 14 31 12 1 6 6 3 20 3516 
 497 11 13 35 11 2 4 11 7 40 5755 
 418 4 13 44 11 2 6 6 7 40 6022 
 543 1 14 33 11 2 6 6 8 20 3767 
 202 7 15 37 11 2 10 2 5 40 10457 
 204 7 15 44 11 1 11 1 4 40 11678 
 362 7 13 34 11 2 7 7 7 40 6841 
 211 9 23 36 5 3 9 4 4 40 9605 
 300 10 13 38 11 2 7 9 7 40 7044 
 211 4 7 35 1 0 10 4 10 40 10322 
 300 10 13 36 11 2 7 7 3 40 6841 
 317 7 15 34 11 2 6 5 10 40 6505 
 403 4 15 43 11 2 6 6 7 40 6595 
 417 11 15 32 11 2 5 5 7 40 6141 
 208 2 15 38 11 0 10 2 7 40 9955 
 216 2 15 43 11 2 11 1 7 40 11929 
 211 10 15 35 6 2 10 2 8 40 10457 
 102 5 7 38 11 4 10 2 4 40 10959 
 304 10 13 35 11 2 7 8 7 40 6942 
 463 11 13 36 12 1 5 11 3 40 5808 
 216 2 15 36 11 0 9 7 10 40 9311 
 208 2 14 37 11 1 10 0 4 32 8034 
 208 5 13 39 11 2 10 0 7 40 9259 
 560 1 8 48 11 0 6 7 4 20 2798 
 362 10 15 42 11 2 7 10 7 40 7767 
 211 4 7 42 0 1 10 2 7 40 10206 
 304 10 15 40 11 2 7 9 2 40 7656 
 365 2 13 32 11 1 7 3 10 40 6185 
 365 2 15 37 11 4 7 2 8 40 7409 
 315 13 13 44 11 2 8 0 7 40 6999 
 365 2 13 37 11 2 7 2 7 40 6335 
 462 11 13 41 11 1 6 11 7 40 6223 
 424 10 15 40 11 2 5 13 7 40 6795 
 302 7 15 35 11 1 7 2 10 40 6656 
 211 10 15 40 10 0 10 5 3 40 10506 
 214 10 15 36 10 0 10 2 8 40 9955 
 302 10 15 53 10 2 8 5 4 40 8263 
 418 4 13 36 11 1 6 7 3 40 5862 
 216 9 15 43 11 2 10 3 7 40 10641 
 419 4 15 35 11 3 6 6 7 40 6846 
 415 13 13 36 11 2 5 10 7 40 5977 
 509 8 15 39 11 1 10 0 8 40 9838 
 211 7 15 42 10 1 11 1 4 40 11678 
 304 10 15 35 11 2 7 2 7 40 6907 
 102 5 15 33 8 2 10 1 11 40 10273 
 304 9 15 41 11 1 7 8 7 40 7294 
 304 5 15 36 11 0 7 8 7 40 7043 
 315 13 31 43 10 2 8 3 7 40 8000 
 443 7 13 36 11 2 5 10 7 40 5977 
 464 11 13 45 11 1 6 13 7 40 6404 
 303 7 13 34 11 2 7 3 3 40 6436 
 300 11 13 48 11 0 7 3 7 40 5934 
 403 4 13 33 11 0 6 6 10 40 5520 
 403 4 15 36 11 1 6 7 7 40 6434 
 402 4 13 36 11 2 6 6 10 40 6022 
 300 11 13 32 11 3 7 1 7 40 6484 
 304 9 13 39 10 2 8 4 10 40 7477 
 419 10 15 37 11 2 6 11 7 40 7046 
 405 4 13 41 11 2 6 10 7 40 6384 
 424 4 15 46 11 0 6 11 7 40 6544 
 361 7 13 35 10 2 7 7 7 40 6841 
 214 2 14 36 10 2 10 2 10 40 10457 
 560 8 8 51 11 0 6 8 8 40 5473 
